Container_ID,Declaration_Date,Declaration_Time,Trade_Regime,Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Risk_Flag
10002727,2020-01-01,13:06:12,Import,BE,PORT_40,UG,440890,IMP271,EXP363,330257.99,2712.87,2716.805304455015,LINE_MODE_40,26.79,0
10002728,2020-01-01,13:45:41,Import,BE,PORT_20,UG,940350,IMP804,EXP260,20050.77,6981.69,6983.772535538909,LINE_MODE_10,10.67,0
10002729,2020-01-01,01:36:37,Import,BE,PORT_40,UG,940350,IMP344,EXP342,281442.51,5503.31,5503.31,LINE_MODE_40,964.2592239168374,1
10002730,2020-01-01,07:09:32,Import,BE,PORT_40,UG,071080,IMP350,EXP355,27995.07,5191.5,5195.158812001469,LINE_MODE_40,72.4,0
10002731,2020-01-01,15:32:04,Import,BE,PORT_30,UG,690722,IMP414,EXP265,454175.6,6079.24,6082.003067056197,LINE_MODE_40,52.39,0
10002732,2020-01-01,13:35:02,Import,BE,PORT_40,UG,620822,IMP242,EXP134,305737.89,2400.53,2399.4162538948162,LINE_MODE_40,46.94,0
10002733,2020-01-01,00:10:43,Import,BE,PORT_30,UG,940350,IMP645,EXP216,4481675670.814006,9460.28,9460.28,LINE_MODE_10,77.59,1
10002734,2020-01-01,03:12:26,Import,BE,PORT_20,UG,940350,IMP292,EXP881,189582.98,1936.45,1934.7296114904657,LINE_MODE_10,58.59,0
10002735,2020-01-01,01:29:53,Import,BE,PORT_20,UG,851712,IMP501,EXP449,131707.68,4828.38,4825.798337086918,LINE_MODE_10,27.49,0
10002736,2020-01-01,14:36:19,Import,BE,PORT_20,UG,071080,IMP528,EXP218,196186.74,4699.69,4695.515596297009,LINE_MODE_10,69.79,0
10002737,2020-01-01,09:03:34,Import,BE,PORT_30,UG,620822,IMP244,EXP198,325139.64,2170.44,2173.7176204515317,LINE_MODE_40,48.11,0
10002738,2020-01-01,11:30:21,Import,BE,PORT_30,UG,440890,IMP965,EXP245,225433.69,1488.55,1493.3616294753294,LINE_MODE_10,47.35,0
10002739,2020-01-01,22:21:45,Import,BE,PORT_20,UG,071080,IMP494,EXP279,369465.97,3440.98,3439.343042936552,LINE_MODE_10,12.41,0
10002740,2020-01-01,01:59:25,Import,BE,PORT_30,UG,071080,IMP141,EXP124,162244.93,126.18,122.77214447004015,LINE_MODE_40,66.61,0
10002741,2020-01-01,21:07:28,Import,BE,PORT_30,UG,620822,IMP781,EXP241,400723.88,4871.87,4870.290520247622,LINE_MODE_10,12.39,0
10002742,2020-01-01,00:33:41,Import,BE,PORT_40,UG,440890,IMP737,EXP525,185765.17,3808.71,3808.71,LINE_MODE_10,751.9110274076653,1
10002743,2020-01-01,06:50:41,Import,BE,PORT_30,UG,071080,IMP500,EXP531,49360.43,8435.91,8431.477396775676,LINE_MODE_10,74.02,0
10002744,2020-01-01,15:58:44,Import,BE,PORT_40,UG,940350,IMP568,EXP704,326297.42,6512.43,6508.663725374405,LINE_MODE_40,44.02,0
10002745,2020-01-01,17:13:35,Import,BE,PORT_40,UG,851712,IMP584,EXP106,80963.11,3920.67,3915.9650256563523,LINE_MODE_40,54.11,0
10002746,2020-01-01,16:16:37,Import,BE,PORT_20,UG,851712,IMP445,EXP639,49514.86,6454.02,6455.038960148209,LINE_MODE_40,26.45,0
10002747,2020-01-01,03:17:13,Import,BE,PORT_30,UG,620822,IMP905,EXP767,131166.14,2687.63,2689.2188431660993,LINE_MODE_40,64.07,0
10002748,2020-01-01,11:32:43,Import,BE,PORT_20,UG,690722,IMP596,EXP339,72266.09,9930.87,9934.820965231449,LINE_MODE_40,49.73,0
10002749,2020-01-01,11:01:02,Import,BE,PORT_20,UG,851712,IMP113,EXP907,65037.99,8741.54,8738.547011037015,LINE_MODE_10,54.44,0
10002750,2020-01-01,23:31:57,Import,BE,PORT_40,UG,440890,IMP624,EXP156,356314.35,2574.24,2575.5563020556033,LINE_MODE_40,46.94,0
10002751,2020-01-01,10:27:05,Import,BE,PORT_40,UG,620822,IMP531,EXP258,328829.01,7297.68,7297.172196093904,LINE_MODE_10,26.95,0
10002752,2020-01-01,18:06:54,Import,BE,PORT_30,UG,620822,IMP285,EXP966,450972.62,8603.16,8605.591213506044,LINE_MODE_10,20.7,0
10002753,2020-01-01,18:54:02,Import,BE,PORT_30,UG,620822,IMP300,EXP477,305373.71,3563.83,3567.0188442727763,LINE_MODE_10,75.71,0
10002754,2020-01-01,23:03:06,Import,BE,PORT_30,UG,071080,IMP877,EXP556,116983.1,2943.52,2945.278564606047,LINE_MODE_40,10.73,0
10002755,2020-01-01,17:16:03,Import,BE,PORT_30,UG,071080,IMP257,EXP456,3.6687324387785276,8837.62,8837.62,LINE_MODE_40,41.26,1
10002756,2020-01-01,02:54:15,Import,BE,PORT_40,UG,690722,IMP102,EXP402,216024.93,8511.51,23484.376997911855,LINE_MODE_40,17.66,1
10002757,2020-01-01,21:07:44,Import,BE,PORT_20,UG,440890,IMP542,EXP447,235864.86,8265.83,8264.389464391084,LINE_MODE_10,40.68,0
10002758,2020-01-01,05:29:55,Import,BE,PORT_40,UG,690722,IMP910,EXP962,18238.82,8994.25,8995.90504210011,LINE_MODE_10,18.39,0
10002759,2020-01-01,04:40:55,Import,BE,PORT_30,UG,440890,IMP316,EXP622,142682.69,5587.19,5590.149174134445,LINE_MODE_40,20.92,0
10002760,2020-01-01,05:11:00,Import,BE,PORT_40,UG,440890,IMP358,EXP301,360102.82,7175.13,7171.723271773819,LINE_MODE_10,17.25,0
10002761,2020-01-01,23:34:47,Import,BE,PORT_30,UG,690722,IMP527,EXP690,459822.63,9856.87,9856.742368164467,LINE_MODE_40,64.99,0
10002762,2020-01-01,02:21:46,Import,BE,PORT_30,UG,940350,IMP338,EXP693,56641.21,1744.85,1742.5036102174852,LINE_MODE_40,75.39,0
10002763,2020-01-01,11:54:27,Import,BE,PORT_20,UG,851712,IMP885,EXP512,132302076.41740999,4414.69,4414.69,LINE_MODE_40,29.8,1
10002764,2020-01-01,10:08:56,Import,BE,PORT_30,UG,620822,IMP332,EXP320,452636.02,1200.68,1204.2195202240298,LINE_MODE_40,37.08,0
10002765,2020-01-01,18:41:19,Import,BE,PORT_40,UG,620822,IMP590,EXP729,408762.64,3011.77,3011.8738036345867,LINE_MODE_10,19.8,0
10002766,2020-01-01,17:30:23,Import,BE,PORT_40,UG,620822,IMP744,EXP823,422945.07,5936.98,5934.697160016146,LINE_MODE_40,66.08,0
10002767,2020-01-01,05:27:43,Import,BE,PORT_40,UG,690722,IMP548,EXP319,81431.79,3291.63,3290.9880721809586,LINE_MODE_40,48.85,0
10002768,2020-01-01,08:04:13,Import,BE,PORT_30,UG,440890,IMP695,EXP401,258778.17,2752.51,2749.884575085594,LINE_MODE_40,11.98,0
10002769,2020-01-01,13:56:51,Import,BE,PORT_40,UG,690722,IMP723,EXP972,-6495.850563697115,4288.43,4288.43,LINE_MODE_40,69.23,1
10002770,2020-01-01,03:44:43,Import,BE,PORT_40,UG,620822,IMP218,EXP958,42500.15,4075.77,4078.666649720142,LINE_MODE_40,73.5,0
10002771,2020-01-01,14:08:42,Import,BE,PORT_40,UG,620822,IMP209,EXP859,218496.78,9008.48,9007.493415318055,LINE_MODE_10,75.7,0
10002772,2020-01-01,07:01:56,Import,BE,PORT_30,UG,851712,IMP603,EXP370,190495.02,4061.61,4058.116692426387,LINE_MODE_40,59.2,0
10002773,2020-01-01,19:24:34,Import,BE,PORT_30,UG,690722,IMP243,EXP713,272566.5,4047.13,4047.13,LINE_MODE_40,522.7867168322163,1
10002774,2020-01-01,15:16:31,Import,BE,PORT_20,UG,071080,IMP716,EXP286,355678.16,3663.66,3659.8313410344986,LINE_MODE_40,26.1,0
10002775,2020-01-01,06:53:23,Import,BE,PORT_20,UG,071080,IMP584,EXP683,174342.93,9591.98,9593.107146687431,LINE_MODE_40,48.56,0
10002776,2020-01-01,11:25:44,Import,BE,PORT_30,UG,071080,IMP340,EXP310,114597.17,5991.79,5988.052218386802,LINE_MODE_10,22.61,0
10002777,2020-01-01,17:31:52,Import,BE,PORT_20,UG,851712,IMP473,EXP820,87139.44,7509.63,7509.63,LINE_MODE_10,453.61218174797136,1
10002778,2020-01-01,17:06:37,Import,BE,PORT_40,UG,690722,IMP693,EXP715,397451.99,751.91,752.2018148119018,LINE_MODE_10,10.72,0
10002779,2020-01-01,20:54:30,Import,BE,PORT_30,UG,440890,IMP210,EXP415,327189.92,8392.18,8388.136572597483,LINE_MODE_40,44.83,0
10002780,2020-01-01,13:53:42,Import,BE,PORT_40,UG,071080,IMP506,EXP646,303055.05,5350.22,5355.086502668735,LINE_MODE_40,53.35,0
10002781,2020-01-01,03:47:25,Import,BE,PORT_30,UG,620822,IMP825,EXP806,480166.06,6073.84,6071.08921078562,LINE_MODE_40,16.84,0
10002782,2020-01-01,03:06:46,Import,BE,PORT_30,UG,071080,IMP556,EXP137,-8275.192912648958,8333.73,8333.73,LINE_MODE_40,77.24,1
10002783,2020-01-01,01:45:31,Import,BE,PORT_40,UG,940350,IMP256,EXP781,134544.81,1667.17,1663.9575244256605,LINE_MODE_10,27.09,0
10002784,2020-01-01,18:52:55,Import,BE,PORT_20,UG,690722,IMP171,EXP858,465404.61,766.02,765.3298130604248,LINE_MODE_10,13.15,0
10002785,2020-01-01,06:57:26,Import,BE,PORT_40,UG,690722,IMP815,EXP644,229633.33,5854.38,5854.785342074336,LINE_MODE_40,43.32,0
10002786,2020-01-01,04:37:15,Import,BE,PORT_20,UG,851712,IMP194,EXP158,209931.43,5056.34,5061.212543380659,LINE_MODE_10,39.91,0
10002787,2020-01-01,11:29:53,Import,BE,PORT_20,UG,940350,IMP350,EXP766,39475.61,4639.21,4635.642933997274,LINE_MODE_40,39.54,0
10002788,2020-01-01,16:11:05,Import,BE,PORT_30,UG,620822,IMP216,EXP335,499583.68,278.01,282.0489238356847,LINE_MODE_40,24.98,0
10002789,2020-01-01,15:26:35,Import,BE,PORT_40,UG,620822,IMP481,EXP786,327025.91,9189.23,26455.13124428149,LINE_MODE_10,71.47,1
10002790,2020-01-01,07:37:50,Import,BE,PORT_40,UG,940350,IMP546,EXP475,250618.74,4900.45,4903.26711954851,LINE_MODE_10,44.63,0
10002791,2020-01-01,06:35:01,Import,BE,PORT_20,UG,851712,IMP415,EXP294,395556.27,1874.1,1870.4309135150788,LINE_MODE_10,40.91,0
10002792,2020-01-01,18:35:15,Import,BE,PORT_20,UG,940350,IMP553,EXP160,61073.03,3883.13,3887.709867137874,LINE_MODE_40,10.16,0
10002793,2020-01-01,08:07:26,Import,BE,PORT_30,UG,690722,IMP824,EXP391,418030.41,5426.4,5421.402824480991,LINE_MODE_10,30.53,0
10002794,2020-01-01,12:12:21,Import,BE,PORT_20,UG,620822,IMP897,EXP941,401928.65,6696.65,6693.536883656272,LINE_MODE_10,63.9,0
10002795,2020-01-01,07:57:36,Import,BE,PORT_20,UG,940350,IMP376,EXP110,4.466626504250732,7601.34,7601.34,LINE_MODE_10,58.87,1
10002796,2020-01-01,04:26:41,Import,BE,PORT_20,UG,851712,IMP400,EXP854,37661.66,9083.0,9078.791673999569,LINE_MODE_40,77.6,0
10002797,2020-01-01,15:19:30,Import,BE,PORT_30,UG,690722,IMP789,EXP604,195709.88,1703.58,1704.4799394117626,LINE_MODE_40,30.03,0
10002798,2020-01-01,21:07:34,Import,BE,PORT_20,UG,440890,IMP930,EXP382,271593.61,3071.0,3069.955185882828,LINE_MODE_10,69.38,0
10002799,2020-01-01,02:37:05,Import,BE,PORT_20,UG,940350,IMP715,EXP654,166131.96,1179.17,1181.8614963199288,LINE_MODE_10,54.27,0
10002800,2020-01-01,11:58:23,Import,BE,PORT_40,UG,851712,IMP759,EXP959,377336.02,4763.83,4766.074536166875,LINE_MODE_40,68.66,0
10002801,2020-01-01,00:01:06,Import,BE,PORT_40,UG,440890,IMP631,EXP196,59025.92,8584.99,8586.345611897596,LINE_MODE_40,21.03,0
10002802,2020-01-01,17:37:12,Import,BE,PORT_30,UG,440890,IMP697,EXP998,497296.86,4528.44,4526.059768183465,LINE_MODE_40,57.13,0
10002803,2020-01-01,06:26:58,Import,BE,PORT_20,UG,071080,IMP657,EXP597,114853.98,2698.68,2700.1074868762216,LINE_MODE_40,29.95,0
10002804,2020-01-01,16:36:41,Import,BE,PORT_20,UG,690722,IMP539,EXP688,172944.38,6892.35,6896.161215452582,LINE_MODE_10,28.12,0
10002805,2020-01-01,05:27:43,Import,BE,PORT_30,UG,690722,IMP474,EXP722,72211.64,7962.87,7965.430968731946,LINE_MODE_10,10.75,0
10002806,2020-01-01,12:54:27,Import,BE,PORT_40,UG,071080,IMP264,EXP599,158656.05,5935.41,5936.414358952774,LINE_MODE_40,71.37,0
10002807,2020-01-01,18:24:29,Import,BE,PORT_20,UG,940350,IMP784,EXP906,111178.62,8959.45,8955.757858938352,LINE_MODE_40,39.49,0
10002808,2020-01-01,19:40:34,Import,BE,PORT_30,UG,851712,IMP467,EXP938,258024.97,6103.9,6103.5536392427875,LINE_MODE_40,67.59,0
10002809,2020-01-01,13:41:21,Import,BE,PORT_40,UG,071080,IMP940,EXP547,265615.33,3635.18,3636.9991232515476,LINE_MODE_40,32.56,0
10002810,2020-01-01,17:20:44,Import,BE,PORT_40,UG,851712,IMP613,EXP132,224542.71,7408.67,7412.636070938234,LINE_MODE_40,51.66,0
10002811,2020-01-01,11:31:58,Import,BE,PORT_20,UG,690722,IMP969,EXP284,148418.67,1873.35,1878.1825629351774,LINE_MODE_10,10.12,0
10002812,2020-01-01,05:14:50,Import,BE,PORT_30,UG,940350,IMP275,EXP891,228195.55,2105.06,2101.5304042148996,LINE_MODE_10,47.74,0
10002813,2020-01-01,23:14:02,Import,BE,PORT_20,UG,440890,IMP238,EXP696,134478.75,1629.59,1629.59,LINE_MODE_10,864.4369637349383,1
10002814,2020-01-01,01:50:04,Import,BE,PORT_20,UG,851712,IMP759,EXP268,317673.76,9442.36,9446.705387865473,LINE_MODE_10,79.43,0
10002815,2020-01-01,15:04:12,Import,BE,PORT_40,UG,940350,IMP119,EXP407,278915.73,2226.98,2231.6315718981145,LINE_MODE_10,31.15,0
10002816,2020-01-01,04:09:06,Import,BE,PORT_30,UG,940350,IMP293,EXP654,64391.29,5527.68,5528.272250887894,LINE_MODE_40,66.03,0
10002817,2020-01-01,10:34:34,Import,BE,PORT_20,UG,940350,IMP946,EXP537,239695.38,3536.0,3539.4186130270687,LINE_MODE_40,71.59,0
10002818,2020-01-01,05:10:30,Import,BE,PORT_40,UG,620822,IMP686,EXP589,4279539174.5618315,3414.58,3414.58,LINE_MODE_10,63.25,1
10002819,2020-01-01,09:08:20,Import,BE,PORT_40,UG,690722,IMP646,EXP860,110444.89,1369.92,1373.1913901818025,LINE_MODE_40,33.9,0
10002820,2020-01-01,22:07:04,Import,BE,PORT_20,UG,940350,IMP754,EXP940,480301.06,6851.33,6851.683896122502,LINE_MODE_10,30.7,0
10002821,2020-01-01,03:59:09,Import,BE,PORT_30,UG,940350,IMP969,EXP446,346792.14,7267.07,7267.424559824387,LINE_MODE_40,10.8,0
10002822,2020-01-01,07:22:56,Import,BE,PORT_30,UG,690722,IMP344,EXP325,244945.36,7810.82,7814.711622404568,LINE_MODE_10,52.32,0
10002823,2020-01-01,10:15:01,Import,BE,PORT_40,UG,690722,IMP918,EXP236,372691.15,5835.12,5833.073608583925,LINE_MODE_40,17.1,0
10002824,2020-01-01,04:23:21,Import,BE,PORT_40,UG,851712,IMP333,EXP248,254715.17,6892.16,6893.942766761771,LINE_MODE_40,79.7,0
10002825,2020-01-01,18:13:43,Import,BE,PORT_40,UG,851712,IMP113,EXP668,449637.77,8397.96,8401.847497676368,LINE_MODE_10,62.16,0
10002826,2020-01-01,19:51:58,Import,BE,PORT_30,UG,851712,IMP664,EXP781,272011.43,3094.99,3097.3829830119334,LINE_MODE_10,30.69,0
10002827,2020-01-01,02:43:53,Import,BE,PORT_30,UG,851712,IMP888,EXP275,401111.98,2723.64,2723.8918359612617,LINE_MODE_10,53.24,0
10002828,2020-01-01,23:52:56,Import,BE,PORT_40,UG,940350,IMP483,EXP107,305643.35,9795.91,9792.90329014429,LINE_MODE_40,52.25,0
10002829,2020-01-01,13:45:28,Import,BE,PORT_30,UG,851712,IMP576,EXP101,390754.45,4372.56,4370.2484661472745,LINE_MODE_40,78.38,0
10002830,2020-01-01,18:57:29,Import,BE,PORT_30,UG,690722,IMP455,EXP713,299289.6,2081.78,2084.9322559753323,LINE_MODE_40,41.67,0
10002831,2020-01-01,02:45:23,Import,BE,PORT_20,UG,940350,IMP848,EXP568,32076.17,3256.34,3258.0744087699354,LINE_MODE_40,28.46,0
10002832,2020-01-01,06:21:56,Import,BE,PORT_30,UG,851712,IMP946,EXP399,75014.44,8795.31,8794.660225937185,LINE_MODE_10,26.86,0
10002833,2020-01-01,23:16:26,Import,BE,PORT_30,UG,071080,IMP505,EXP758,222932.54,121.42,123.0576859218418,LINE_MODE_40,75.42,0
10002834,2020-01-01,21:32:06,Import,BE,PORT_40,UG,620822,IMP445,EXP977,197904.27,6155.78,6155.815140147346,LINE_MODE_40,75.8,0
10002835,2020-01-01,08:47:06,Import,BE,PORT_40,UG,071080,IMP713,EXP203,95152.54,181.41,181.41,LINE_MODE_40,617.8260881304244,1
10002836,2020-01-01,13:23:37,Import,BE,PORT_30,UG,620822,IMP199,EXP657,-6382.074725752902,4894.86,4894.86,LINE_MODE_10,48.05,1
10002837,2020-01-01,03:34:51,Import,BE,PORT_30,UG,690722,IMP483,EXP861,323109.63,6230.26,6225.741671614662,LINE_MODE_40,22.03,0
10002838,2020-01-01,11:55:35,Import,BE,PORT_40,UG,071080,IMP183,EXP896,476049.3,330.21,329.78338950323746,LINE_MODE_40,74.33,0
10002839,2020-01-01,14:45:58,Import,BE,PORT_20,UG,851712,IMP720,EXP767,58603.67,3118.74,3118.6400218885306,LINE_MODE_10,45.07,0
10002840,2020-01-01,09:20:06,Import,BE,PORT_20,UG,071080,IMP822,EXP617,341929.16,6736.0,6731.014237026355,LINE_MODE_40,23.7,0
10002841,2020-01-01,13:51:19,Import,BE,PORT_20,UG,940350,IMP752,EXP972,366889.94,957.92,954.7451240184466,LINE_MODE_10,59.9,0
10002842,2020-01-01,04:41:48,Import,BE,PORT_30,UG,620822,IMP758,EXP108,19578.49,2268.15,2269.44250222985,LINE_MODE_40,68.94,0
10002843,2020-01-01,00:49:12,Import,BE,PORT_30,UG,440890,IMP654,EXP380,436136.1,2447.02,2451.317073110609,LINE_MODE_40,38.35,0
10002844,2020-01-01,19:27:18,Import,BE,PORT_30,UG,851712,IMP732,EXP782,329299.55,6727.22,6727.577219826881,LINE_MODE_10,61.29,0
10002845,2020-01-01,00:13:03,Import,BE,PORT_30,UG,071080,IMP732,EXP622,25734.94,809.86,811.4114200741726,LINE_MODE_40,23.35,0
10002846,2020-01-01,15:26:12,Import,BE,PORT_30,UG,071080,IMP481,EXP768,473564.44,6601.34,6604.214461056352,LINE_MODE_40,30.71,0
10002847,2020-01-01,13:17:35,Import,BE,PORT_30,UG,940350,IMP930,EXP970,28802.44,1920.24,1923.4094793465974,LINE_MODE_40,20.29,0
10002848,2020-01-01,08:12:36,Import,BE,PORT_30,UG,940350,IMP439,EXP815,244747.07,3653.57,3656.0113637484683,LINE_MODE_40,61.81,0
10002849,2020-01-01,18:12:40,Import,BE,PORT_40,UG,440890,IMP558,EXP193,346262.74,4168.3,4172.178499734997,LINE_MODE_10,61.31,0
10002850,2020-01-01,11:24:22,Import,BE,PORT_30,UG,071080,IMP725,EXP880,355192.03,7167.27,7168.194292379063,LINE_MODE_40,58.05,0
10002851,2020-01-01,03:21:43,Import,BE,PORT_40,UG,690722,IMP626,EXP995,55964.91,1805.53,1804.4843854016378,LINE_MODE_10,50.68,0
10002852,2020-01-01,05:06:52,Import,BE,PORT_20,UG,620822,IMP173,EXP702,446422.44,8659.71,8657.349374646195,LINE_MODE_40,33.61,0
10002853,2020-01-01,00:07:39,Import,BE,PORT_40,UG,071080,IMP359,EXP647,220128.11,5034.91,5030.890590370783,LINE_MODE_10,27.27,0
10002854,2020-01-01,21:13:11,Import,BE,PORT_20,UG,851712,IMP143,EXP263,445670.49,5040.53,5040.984148267648,LINE_MODE_10,62.9,0
10002855,2020-01-01,13:48:01,Import,BE,PORT_20,UG,940350,IMP618,EXP317,467557.3,3905.41,3907.1327398649155,LINE_MODE_10,64.41,0
10002856,2020-01-01,21:59:21,Import,BE,PORT_20,UG,071080,IMP291,EXP865,482336.17,3010.94,3011.526825850001,LINE_MODE_10,60.77,0
10002857,2020-01-01,01:53:45,Import,BE,PORT_20,UG,851712,IMP224,EXP943,140419.3,2244.5,2242.5828474292816,LINE_MODE_40,22.08,0
10002858,2020-01-01,00:51:48,Import,BE,PORT_40,UG,940350,IMP216,EXP255,466615.72,9707.94,9711.11250762434,LINE_MODE_10,59.13,0
10002859,2020-01-01,08:05:44,Import,BE,PORT_40,UG,620822,IMP434,EXP376,310186.03,4305.69,4305.993247845986,LINE_MODE_40,43.64,0
10002860,2020-01-01,05:11:41,Import,BE,PORT_20,UG,690722,IMP895,EXP256,235477.04,1921.56,1925.408737924139,LINE_MODE_10,21.72,0
10002861,2020-01-01,02:24:16,Import,BE,PORT_20,UG,940350,IMP137,EXP859,1564897783.8637497,9305.45,9305.45,LINE_MODE_40,67.77,1
10002862,2020-01-01,07:18:35,Import,BE,PORT_40,UG,620822,IMP847,EXP920,2676089128.540624,9699.86,9699.86,LINE_MODE_40,11.87,1
10002863,2020-01-01,00:46:44,Import,BE,PORT_20,UG,620822,IMP314,EXP748,420483.43,9592.72,9589.046772066495,LINE_MODE_40,73.15,0
10002864,2020-01-01,15:09:20,Import,BE,PORT_40,UG,440890,IMP568,EXP657,62123.34,7108.35,7106.3359541805885,LINE_MODE_40,43.54,0
10002865,2020-01-01,18:04:42,Import,BE,PORT_40,UG,071080,IMP733,EXP889,1.3287831922250253,4023.42,4023.42,LINE_MODE_40,48.59,1
10002866,2020-01-01,19:28:16,Import,BE,PORT_30,UG,071080,IMP404,EXP214,233873.88,5020.5,5021.992226243073,LINE_MODE_10,13.62,0
10002867,2020-01-01,22:57:14,Import,BE,PORT_30,UG,851712,IMP351,EXP616,200411.46,7269.62,7269.166318817973,LINE_MODE_40,22.83,0
10002868,2020-01-01,14:31:24,Import,BE,PORT_30,UG,620822,IMP910,EXP798,297243.36,9738.2,9733.505472447874,LINE_MODE_10,60.6,0
10002869,2020-01-01,23:37:44,Import,BE,PORT_30,UG,620822,IMP727,EXP187,329839.46,1017.59,1016.5452020847443,LINE_MODE_40,33.71,0
10002870,2020-01-01,09:02:46,Import,BE,PORT_40,UG,071080,IMP728,EXP753,183682.25,157.54,161.28498521899192,LINE_MODE_10,69.72,0
10002871,2020-01-01,07:13:08,Import,BE,PORT_20,UG,851712,IMP959,EXP892,387620.9,8240.08,8241.701539137732,LINE_MODE_40,76.42,0
10002872,2020-01-01,00:22:00,Import,BE,PORT_40,UG,690722,IMP209,EXP692,212495.71,1912.24,1908.640769156348,LINE_MODE_40,69.31,0
10002873,2020-01-01,07:42:35,Import,BE,PORT_20,UG,071080,IMP320,EXP346,352887.07,6048.88,6050.559072230388,LINE_MODE_10,47.88,0
10002874,2020-01-01,02:40:46,Import,BE,PORT_30,UG,690722,IMP801,EXP921,489473.04,8602.86,8602.603477271346,LINE_MODE_10,10.02,0
10002875,2020-01-01,18:39:56,Import,BE,PORT_40,UG,690722,IMP750,EXP318,249949.82,7242.36,7241.075675737165,LINE_MODE_40,59.61,0
10002876,2020-01-01,09:27:03,Import,BE,PORT_40,UG,940350,IMP502,EXP732,3.8534523151719835,4482.32,4482.32,LINE_MODE_40,27.96,1
10002877,2020-01-01,17:35:23,Import,BE,PORT_20,UG,690722,IMP600,EXP849,465821.46,8460.45,8459.546246107593,LINE_MODE_40,22.08,0
10002878,2020-01-01,04:56:52,Import,BE,PORT_40,UG,851712,IMP699,EXP628,474849.04,532.47,537.1023358378737,LINE_MODE_40,52.16,0
10002879,2020-01-01,04:02:08,Import,BE,PORT_40,UG,940350,IMP958,EXP236,140104.37,6558.23,6558.908038141372,LINE_MODE_40,66.3,0
10002880,2020-01-01,23:30:58,Import,BE,PORT_30,UG,940350,IMP611,EXP115,10918.9,1038.75,1035.4921541509789,LINE_MODE_10,14.92,0
10002881,2020-01-01,12:11:45,Import,BE,PORT_20,UG,071080,IMP886,EXP517,170112.73,6920.47,6917.551938884972,LINE_MODE_40,52.72,0
10002882,2020-01-01,03:25:25,Import,BE,PORT_20,UG,440890,IMP750,EXP204,45661.61,2102.58,2107.4950869522613,LINE_MODE_10,48.29,0
10002883,2020-01-01,01:03:07,Import,BE,PORT_40,UG,071080,IMP197,EXP418,302144.71,3680.41,3681.936392892317,LINE_MODE_10,74.67,0
10002884,2020-01-01,04:44:18,Import,BE,PORT_40,UG,440890,IMP191,EXP894,421527.83,7283.68,7280.446377711601,LINE_MODE_40,42.32,0
10002885,2020-01-01,21:49:36,Import,BE,PORT_30,UG,940350,IMP952,EXP615,106264.54,7098.22,7099.614195507818,LINE_MODE_40,22.39,0
10002886,2020-01-01,16:31:49,Import,BE,PORT_20,UG,690722,IMP715,EXP485,144019.74,7196.78,7201.561594516516,LINE_MODE_10,39.03,0
10002887,2020-01-01,02:02:53,Import,BE,PORT_30,UG,440890,IMP341,EXP617,135251.08,5268.43,5264.996529216662,LINE_MODE_10,48.85,0
10002888,2020-01-01,19:59:07,Import,BE,PORT_30,UG,071080,IMP649,EXP797,115251.87,4852.51,4849.526974068371,LINE_MODE_40,48.78,0
10002889,2020-01-01,16:41:00,Import,BE,PORT_40,UG,440890,IMP907,EXP164,161989.42,3276.59,3272.604626444863,LINE_MODE_40,10.89,0
10002890,2020-01-01,17:19:53,Import,BE,PORT_40,UG,620822,IMP311,EXP145,126843.02,8299.11,8303.61275026561,LINE_MODE_40,36.4,0
10002891,2020-01-01,04:40:03,Import,BE,PORT_20,UG,940350,IMP437,EXP881,119026.53,3618.55,3622.741229653764,LINE_MODE_10,17.22,0
10002892,2020-01-01,04:47:59,Import,BE,PORT_20,UG,071080,IMP695,EXP342,162599.19,2170.54,2168.3332587650916,LINE_MODE_10,65.27,0
10002893,2020-01-01,01:36:09,Import,BE,PORT_20,UG,620822,IMP955,EXP178,-1171.9405431873215,9466.46,9466.46,LINE_MODE_40,56.97,1
10002894,2020-01-01,18:30:38,Import,BE,PORT_40,UG,071080,IMP502,EXP278,277053.77,7959.22,7960.933568918924,LINE_MODE_10,24.88,0
10002895,2020-01-01,14:37:51,Import,BE,PORT_30,UG,620822,IMP417,EXP511,235093.75,3206.11,3206.132532908913,LINE_MODE_10,38.87,0
10002896,2020-01-01,17:16:23,Import,BE,PORT_40,UG,071080,IMP671,EXP659,60747.19,9410.61,9413.662121148176,LINE_MODE_10,15.08,0
10002897,2020-01-01,20:26:22,Import,BE,PORT_30,UG,440890,IMP524,EXP378,62616.53,6180.21,6179.737931009138,LINE_MODE_40,47.05,0
10002898,2020-01-01,04:24:04,Import,BE,PORT_20,UG,690722,IMP601,EXP635,318481.7,1222.73,1223.194204546199,LINE_MODE_10,44.67,0
10002899,2020-01-01,09:49:49,Import,BE,PORT_40,UG,851712,IMP362,EXP582,244704.78,2906.09,2902.5567363103496,LINE_MODE_40,31.51,0
10002900,2020-01-01,18:06:18,Import,BE,PORT_40,UG,851712,IMP407,EXP607,463881.54,4484.66,4486.674878619184,LINE_MODE_10,66.72,0
10002901,2020-01-01,11:48:09,Import,BE,PORT_20,UG,440890,IMP271,EXP199,22046.82,3324.73,3321.6227598377536,LINE_MODE_10,67.23,0
